,Id,Target
36,005ccb94-bbca-11e8-b2bc-ac1f6b6435d0,2
37,0060269e-bbbc-11e8-b2ba-ac1f6b6435d0,25 4
38,00626a32-bbab-11e8-b2ba-ac1f6b6435d0,23
39,0062719a-bbbe-11e8-b2ba-ac1f6b6435d0,25 23
40,00638dd0-bbac-11e8-b2ba-ac1f6b6435d0,20
41,0065e36c-bba4-11e8-b2b9-ac1f6b6435d0,2 0
42,0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,1 0
43,0067c712-bba0-11e8-b2b9-ac1f6b6435d0,25 0
44,0067cae4-bb9d-11e8-b2b9-ac1f6b6435d0,0
45,0067f542-bba1-11e8-b2b9-ac1f6b6435d0,23 0
46,006a8c72-bbc8-11e8-b2bc-ac1f6b6435d0,5
47,006cde8a-bbbb-11e8-b2ba-ac1f6b6435d0,21
48,006f3dde-bbc9-11e8-b2bc-ac1f6b6435d0,22 0 21
49,006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,3
50,00716b36-bba6-11e8-b2ba-ac1f6b6435d0,14
51,0072d080-bbaf-11e8-b2ba-ac1f6b6435d0,18 0
52,0074cfce-bbab-11e8-b2ba-ac1f6b6435d0,25 18
53,00751f10-bbab-11e8-b2ba-ac1f6b6435d0,0
54,007811e6-bbbc-11e8-b2ba-ac1f6b6435d0,2
55,007c0304-bbbd-11e8-b2ba-ac1f6b6435d0,11 5
56,007d009a-bb9c-11e8-b2b9-ac1f6b6435d0,23 0
57,00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,12 25 21
58,00855996-bbad-11e8-b2ba-ac1f6b6435d0,0
59,008761b4-bbad-11e8-b2ba-ac1f6b6435d0,16 14 17
60,00884f46-bbc3-11e8-b2bc-ac1f6b6435d0,0 21
61,0088a1b6-bbb5-11e8-b2ba-ac1f6b6435d0,11
62,0089bdfe-bbc8-11e8-b2bc-ac1f6b6435d0,0 21
63,008a780e-bb9e-11e8-b2b9-ac1f6b6435d0,21
64,008a8630-bb9b-11e8-b2b9-ac1f6b6435d0,23
65,008b8e7c-bbb4-11e8-b2ba-ac1f6b6435d0,1 0
66,0092d59c-bba5-11e8-b2ba-ac1f6b6435d0,18
67,00934176-bbaf-11e8-b2ba-ac1f6b6435d0,25 21
68,0093f39a-bbc9-11e8-b2bc-ac1f6b6435d0,25
69,0097150a-bbc1-11e8-b2bb-ac1f6b6435d0,23 0
70,00984a2c-bbaa-11e8-b2ba-ac1f6b6435d0,25 3
71,00986cb0-bbae-11e8-b2ba-ac1f6b6435d0,5 0
72,009b8c20-bbc6-11e8-b2bc-ac1f6b6435d0,7
73,009c104e-bbc8-11e8-b2bc-ac1f6b6435d0,25 0
74,009d30e6-bbb4-11e8-b2ba-ac1f6b6435d0,0 21
75,009e88e0-bbc5-11e8-b2bc-ac1f6b6435d0,2
76,00a71d92-bbb2-11e8-b2ba-ac1f6b6435d0,21
77,00ab10d6-bba4-11e8-b2b9-ac1f6b6435d0,22 6
78,00ab56c8-bbad-11e8-b2ba-ac1f6b6435d0,7 14 0
79,00ad4b4c-bbc4-11e8-b2bc-ac1f6b6435d0,21
80,00ae0ea6-bb9c-11e8-b2b9-ac1f6b6435d0,25
81,00b1b8b8-bba5-11e8-b2ba-ac1f6b6435d0,2
82,00b3659a-bbb0-11e8-b2ba-ac1f6b6435d0,5 0
83,00b580c6-bbb2-11e8-b2ba-ac1f6b6435d0,0
84,00b5ec5e-bbb8-11e8-b2ba-ac1f6b6435d0,19
85,00b6c386-bba9-11e8-b2ba-ac1f6b6435d0,7
86,00b8087a-bbc4-11e8-b2bc-ac1f6b6435d0,0 21
87,00b9bdcc-bbca-11e8-b2bc-ac1f6b6435d0,6
88,00bd4376-bbbf-11e8-b2ba-ac1f6b6435d0,7
89,00c15ef6-bba7-11e8-b2ba-ac1f6b6435d0,25 0
90,00c3f3fc-bbbe-11e8-b2ba-ac1f6b6435d0,12 25
91,00c58890-bbbc-11e8-b2ba-ac1f6b6435d0,25
92,00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0
93,00c9616e-bba7-11e8-b2ba-ac1f6b6435d0,3
94,00c96be4-bbb8-11e8-b2ba-ac1f6b6435d0,5
95,00ca1a3a-bbc7-11e8-b2bc-ac1f6b6435d0,23
96,00cb9586-bbc2-11e8-b2bb-ac1f6b6435d0,3
97,00d315a6-bbac-11e8-b2ba-ac1f6b6435d0,7 0
98,00d4f904-bbb4-11e8-b2ba-ac1f6b6435d0,1 4 2 0
99,00d693c0-bbbb-11e8-b2ba-ac1f6b6435d0,23
100,00d7d192-bbb9-11e8-b2ba-ac1f6b6435d0,7 0
101,00db5f9e-bbc1-11e8-b2bb-ac1f6b6435d0,25 2 0 21
102,00dd1766-bbae-11e8-b2ba-ac1f6b6435d0,25 1 2 21
103,00df1310-bbca-11e8-b2bc-ac1f6b6435d0,6
104,00e77c9c-bbc2-11e8-b2bb-ac1f6b6435d0,4
105,00e96ea4-bbc1-11e8-b2bb-ac1f6b6435d0,5
106,00eabc0c-bbb5-11e8-b2ba-ac1f6b6435d0,19 0
107,00ed296c-bbb3-11e8-b2ba-ac1f6b6435d0,2
108,00ed4394-bbb2-11e8-b2ba-ac1f6b6435d0,19
109,00f42960-bbb3-11e8-b2ba-ac1f6b6435d0,2
110,00f8ac7e-bbbd-11e8-b2ba-ac1f6b6435d0,23
111,00fe597e-bbc9-11e8-b2bc-ac1f6b6435d0,5
112,00ff41c4-bba9-11e8-b2ba-ac1f6b6435d0,0 8
113,0101c0be-bba6-11e8-b2ba-ac1f6b6435d0,21
114,0102707a-bba3-11e8-b2b9-ac1f6b6435d0,23
115,01028112-bbb4-11e8-b2ba-ac1f6b6435d0,6
116,01037b76-bbaa-11e8-b2ba-ac1f6b6435d0,23 4
117,01043ee4-bba5-11e8-b2ba-ac1f6b6435d0,25 0
118,0104c4e0-bbb9-11e8-b2ba-ac1f6b6435d0,0 21
119,01058b36-bbbf-11e8-b2ba-ac1f6b6435d0,3 0
120,01095156-bbb7-11e8-b2ba-ac1f6b6435d0,0
121,010edd48-bbac-11e8-b2ba-ac1f6b6435d0,23 2 0
122,01106f56-bbc9-11e8-b2bc-ac1f6b6435d0,18
123,011186c4-bba2-11e8-b2b9-ac1f6b6435d0,25 2
124,011361ce-bba7-11e8-b2ba-ac1f6b6435d0,21
125,011364f4-bba1-11e8-b2b9-ac1f6b6435d0,0
126,0115f496-bbb8-11e8-b2ba-ac1f6b6435d0,2
127,0118f7e4-bbaf-11e8-b2ba-ac1f6b6435d0,20 0
128,011945ae-bbb5-11e8-b2ba-ac1f6b6435d0,3
129,011a3b06-bb9e-11e8-b2b9-ac1f6b6435d0,18
130,011acdc6-bba0-11e8-b2b9-ac1f6b6435d0,7 0
131,011def6e-bbb5-11e8-b2ba-ac1f6b6435d0,1 0
132,012c02f2-bbab-11e8-b2ba-ac1f6b6435d0,11
133,012c2c02-bba4-11e8-b2b9-ac1f6b6435d0,2 0
134,012ed836-bbc1-11e8-b2bb-ac1f6b6435d0,23
135,01314a58-bba3-11e8-b2b9-ac1f6b6435d0,6 9 10
136,0136e24a-bba0-11e8-b2b9-ac1f6b6435d0,19
137,0139e754-bbbb-11e8-b2ba-ac1f6b6435d0,18 0
138,013ba5ec-bbb8-11e8-b2ba-ac1f6b6435d0,25 21
139,013f0f3a-bbad-11e8-b2ba-ac1f6b6435d0,7 0
140,0141b838-bb9f-11e8-b2b9-ac1f6b6435d0,25 0
141,0142ac38-bbb9-11e8-b2ba-ac1f6b6435d0,0
142,0142f5bc-bbc8-11e8-b2bc-ac1f6b6435d0,1 0
143,01437db2-bbc2-11e8-b2bb-ac1f6b6435d0,25 4
144,01453738-bbb8-11e8-b2ba-ac1f6b6435d0,0
145,0148ee6a-bba3-11e8-b2b9-ac1f6b6435d0,4
146,01491e4c-bbaf-11e8-b2ba-ac1f6b6435d0,23 0
147,014927fe-bb9e-11e8-b2b9-ac1f6b6435d0,7
148,014a8bae-bba2-11e8-b2b9-ac1f6b6435d0,25 4
149,014d20d2-bbaf-11e8-b2ba-ac1f6b6435d0,26
150,014dfb1e-bbba-11e8-b2ba-ac1f6b6435d0,25 6 2 0
151,01508fd4-bb9a-11e8-b2b9-ac1f6b6435d0,25
152,0155043e-bbb7-11e8-b2ba-ac1f6b6435d0,0 21
153,015652d0-bbb7-11e8-b2ba-ac1f6b6435d0,21
154,0158f3d6-bb9f-11e8-b2b9-ac1f6b6435d0,7 0
155,015b7388-bbac-11e8-b2ba-ac1f6b6435d0,25
156,015ed0d8-bbbf-11e8-b2ba-ac1f6b6435d0,5
157,015f63c8-bba5-11e8-b2ba-ac1f6b6435d0,0
158,0163454c-bba0-11e8-b2b9-ac1f6b6435d0,25 21
159,0167f530-bbc1-11e8-b2bb-ac1f6b6435d0,19
160,016a3738-bba7-11e8-b2ba-ac1f6b6435d0,0 21
161,016b3df6-bba5-11e8-b2ba-ac1f6b6435d0,25 1 21
162,016bc38a-bba9-11e8-b2ba-ac1f6b6435d0,25 0
163,01747a40-bbc0-11e8-b2bb-ac1f6b6435d0,18
164,017badb4-bbc6-11e8-b2bc-ac1f6b6435d0,16 18 17
165,017c17c6-bbb8-11e8-b2ba-ac1f6b6435d0,11
166,017e605a-bba7-11e8-b2ba-ac1f6b6435d0,25 17 0
167,017f7748-bba6-11e8-b2ba-ac1f6b6435d0,19
168,018004a0-bbb1-11e8-b2ba-ac1f6b6435d0,3
169,01853df0-bbc3-11e8-b2bc-ac1f6b6435d0,25
170,0189cff8-bbc0-11e8-b2bb-ac1f6b6435d0,4
171,018bc484-bba7-11e8-b2ba-ac1f6b6435d0,7
172,018dd9a2-bbc2-11e8-b2bb-ac1f6b6435d0,6
173,018e30a8-bbc9-11e8-b2bc-ac1f6b6435d0,6 21
174,0190855a-bbca-11e8-b2bc-ac1f6b6435d0,23
175,01939a1a-bbc5-11e8-b2bc-ac1f6b6435d0,5
176,019687da-bbb0-11e8-b2ba-ac1f6b6435d0,5
177,01977230-bbb5-11e8-b2ba-ac1f6b6435d0,22 2 0
178,01a0f8a0-bbb0-11e8-b2ba-ac1f6b6435d0,25 0
179,01a2514a-bba7-11e8-b2ba-ac1f6b6435d0,25
180,01a2fd5e-bbb4-11e8-b2ba-ac1f6b6435d0,16 25 17 0
181,01a9e5da-bb9e-11e8-b2b9-ac1f6b6435d0,16 11
182,01b0b65a-bbba-11e8-b2ba-ac1f6b6435d0,25 0
183,01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1 4 2 0
184,01b54382-bb9c-11e8-b2b9-ac1f6b6435d0,2
185,01b79b30-bbb2-11e8-b2ba-ac1f6b6435d0,25 0
186,01b79bd0-bba3-11e8-b2b9-ac1f6b6435d0,4
187,01b7c7b8-bba8-11e8-b2ba-ac1f6b6435d0,19 0
188,01b9584c-bbbe-11e8-b2ba-ac1f6b6435d0,25 0
189,01b99e6c-bbb2-11e8-b2ba-ac1f6b6435d0,25
190,01ba30e4-bbb6-11e8-b2ba-ac1f6b6435d0,16 0
191,01bb65f4-bba2-11e8-b2b9-ac1f6b6435d0,18 14
192,01bc1aa2-bbad-11e8-b2ba-ac1f6b6435d0,5 0 21
193,01bc4dc6-bbbf-11e8-b2ba-ac1f6b6435d0,2
194,01bc5bf4-bbc4-11e8-b2bc-ac1f6b6435d0,7
195,01c36810-bb9a-11e8-b2b9-ac1f6b6435d0,5 21
196,01c7157c-bba5-11e8-b2ba-ac1f6b6435d0,21
197,01c87288-bbc2-11e8-b2bb-ac1f6b6435d0,11
198,01cccde8-bba8-11e8-b2ba-ac1f6b6435d0,25 2
199,01cd718c-bbc9-11e8-b2bc-ac1f6b6435d0,0
200,01d05f48-bbb8-11e8-b2ba-ac1f6b6435d0,16 25 0
201,01d1ae74-bbb9-11e8-b2ba-ac1f6b6435d0,23 0
202,01d1e5fc-bbb3-11e8-b2ba-ac1f6b6435d0,23
203,01d2a326-bba8-11e8-b2ba-ac1f6b6435d0,25 2
204,01d2d5c4-bbb9-11e8-b2ba-ac1f6b6435d0,1 0
205,01d619aa-bbaf-11e8-b2ba-ac1f6b6435d0,2 0 21
206,01d6e4b8-bba8-11e8-b2ba-ac1f6b6435d0,19 25
207,01d7fd92-bb9b-11e8-b2b9-ac1f6b6435d0,7
208,01da7d44-bbad-11e8-b2ba-ac1f6b6435d0,7
209,01ddc40c-bbb9-11e8-b2ba-ac1f6b6435d0,22 0
210,01dfa77a-bba2-11e8-b2b9-ac1f6b6435d0,0
211,01e7a2b4-bbba-11e8-b2ba-ac1f6b6435d0,22
212,01e8a3e4-bbbf-11e8-b2ba-ac1f6b6435d0,2 0
213,01e9c96a-bb9a-11e8-b2b9-ac1f6b6435d0,18 0 21
214,01ebc542-bbbf-11e8-b2ba-ac1f6b6435d0,25 0
215,01ecc930-bbc7-11e8-b2bc-ac1f6b6435d0,25
216,01edbdd4-bbb0-11e8-b2ba-ac1f6b6435d0,25 21
217,01eea150-bba5-11e8-b2ba-ac1f6b6435d0,3
218,01f3e0da-bb9f-11e8-b2b9-ac1f6b6435d0,1
219,01f58bec-bba4-11e8-b2b9-ac1f6b6435d0,23
220,01f85a98-bbae-11e8-b2ba-ac1f6b6435d0,23
221,01f870c0-bba7-11e8-b2ba-ac1f6b6435d0,14
222,01f8c228-bbac-11e8-b2ba-ac1f6b6435d0,23
223,01f8f48c-bbb1-11e8-b2ba-ac1f6b6435d0,7
224,01fbb7f8-bbc0-11e8-b2bb-ac1f6b6435d0,21
225,0204b9f0-bba4-11e8-b2b9-ac1f6b6435d0,19
226,02056070-bba5-11e8-b2ba-ac1f6b6435d0,7 1 4
227,02070102-bbb7-11e8-b2ba-ac1f6b6435d0,25 0
228,0207bdcc-bbb7-11e8-b2ba-ac1f6b6435d0,6 0
229,020c961e-bbb5-11e8-b2ba-ac1f6b6435d0,25 21
230,020d4352-bbb5-11e8-b2ba-ac1f6b6435d0,16 25
231,02101658-bbca-11e8-b2bc-ac1f6b6435d0,23
232,0216d526-bbbe-11e8-b2ba-ac1f6b6435d0,16 14
233,02178fc0-bbaf-11e8-b2ba-ac1f6b6435d0,7 0
234,0217b490-bb9c-11e8-b2b9-ac1f6b6435d0,3
235,02199b60-bbc0-11e8-b2bb-ac1f6b6435d0,1 2
236,0219faa8-bba5-11e8-b2ba-ac1f6b6435d0,21
237,021a01b6-bba9-11e8-b2ba-ac1f6b6435d0,25 4 0
238,021eacc4-bba0-11e8-b2b9-ac1f6b6435d0,2
239,022159ba-bbc8-11e8-b2bc-ac1f6b6435d0,14
240,02235ae2-bb9d-11e8-b2b9-ac1f6b6435d0,25
241,02261342-bbb4-11e8-b2ba-ac1f6b6435d0,0
242,02271820-bbad-11e8-b2ba-ac1f6b6435d0,0
243,022810e2-bbb5-11e8-b2ba-ac1f6b6435d0,2
244,0228a6e2-bba6-11e8-b2ba-ac1f6b6435d0,5
245,022b36e8-bba4-11e8-b2b9-ac1f6b6435d0,25 0
246,0230e7d0-bba1-11e8-b2b9-ac1f6b6435d0,5 0
247,0230f2c2-bb9f-11e8-b2b9-ac1f6b6435d0,11 16
248,0232898a-bbbc-11e8-b2ba-ac1f6b6435d0,25
249,0232b2ba-bbbd-11e8-b2ba-ac1f6b6435d0,11
250,023324a6-bbaf-11e8-b2ba-ac1f6b6435d0,12
251,02341824-bbba-11e8-b2ba-ac1f6b6435d0,25
252,0235dcc4-bbb8-11e8-b2ba-ac1f6b6435d0,19 25
253,023bd202-bbb6-11e8-b2ba-ac1f6b6435d0,7 1 0
254,0240e7f6-bbac-11e8-b2ba-ac1f6b6435d0,6
255,0241af90-bba4-11e8-b2b9-ac1f6b6435d0,7
256,0241b984-bb9c-11e8-b2b9-ac1f6b6435d0,2
257,024476f6-bbb0-11e8-b2ba-ac1f6b6435d0,25 0
258,0245b156-bba1-11e8-b2b9-ac1f6b6435d0,23
259,0246331e-bbc0-11e8-b2bb-ac1f6b6435d0,4
260,0249aa98-bbc1-11e8-b2bb-ac1f6b6435d0,19 0
261,024bce74-bbc4-11e8-b2bc-ac1f6b6435d0,12
262,024e7bec-bbc9-11e8-b2bc-ac1f6b6435d0,25 0
263,024f501e-bbc7-11e8-b2bc-ac1f6b6435d0,22
264,024f5654-bbae-11e8-b2ba-ac1f6b6435d0,24 22
265,0250e242-bb9c-11e8-b2b9-ac1f6b6435d0,2
266,0258949a-bb9e-11e8-b2b9-ac1f6b6435d0,7
267,025b645c-bbbe-11e8-b2ba-ac1f6b6435d0,25
268,026469ac-bb9c-11e8-b2b9-ac1f6b6435d0,22
269,0264de16-bbae-11e8-b2ba-ac1f6b6435d0,25 2 0
270,0264fdd4-bbb7-11e8-b2ba-ac1f6b6435d0,4
271,0265b670-bba3-11e8-b2b9-ac1f6b6435d0,18 17 21
272,0266a4f8-bbc7-11e8-b2bc-ac1f6b6435d0,25
273,026777cc-bb9d-11e8-b2b9-ac1f6b6435d0,0
274,0271c9e4-bbab-11e8-b2ba-ac1f6b6435d0,6
275,02744d42-bbbd-11e8-b2ba-ac1f6b6435d0,21
276,027578fa-bbb5-11e8-b2ba-ac1f6b6435d0,25 0
277,02778a56-bbbe-11e8-b2ba-ac1f6b6435d0,23
278,0277fafe-bba5-11e8-b2ba-ac1f6b6435d0,23
279,0278970a-bbb6-11e8-b2ba-ac1f6b6435d0,0
280,02789bb2-bbc8-11e8-b2bc-ac1f6b6435d0,25 21
281,027a702a-bbca-11e8-b2bc-ac1f6b6435d0,22 2
282,027c2e8a-bb9b-11e8-b2b9-ac1f6b6435d0,5
283,027c5df4-bbb6-11e8-b2ba-ac1f6b6435d0,14 0
284,027c9b12-bbc4-11e8-b2bc-ac1f6b6435d0,3 0
285,0286c9da-bbc3-11e8-b2bc-ac1f6b6435d0,25 2 0
286,0288d6f4-bbc2-11e8-b2bb-ac1f6b6435d0,4
287,0288e29e-bb9e-11e8-b2b9-ac1f6b6435d0,25 5
288,028a827a-bba8-11e8-b2ba-ac1f6b6435d0,2
289,028cb8d2-bb9f-11e8-b2b9-ac1f6b6435d0,5
290,028ccf80-bba8-11e8-b2ba-ac1f6b6435d0,2 0
291,028cee5c-bbc1-11e8-b2bb-ac1f6b6435d0,23 5
292,028e8954-bbbe-11e8-b2ba-ac1f6b6435d0,14
293,0290c330-bb9c-11e8-b2b9-ac1f6b6435d0,26 25
294,0294ea40-bbbb-11e8-b2ba-ac1f6b6435d0,21
295,029509ba-bbbd-11e8-b2ba-ac1f6b6435d0,11
296,02961e40-bba4-11e8-b2b9-ac1f6b6435d0,25 0
297,0296a1ae-bbbc-11e8-b2ba-ac1f6b6435d0,2 0
298,02976c92-bbbc-11e8-b2ba-ac1f6b6435d0,25 18 3 0
299,029df10a-bbaf-11e8-b2ba-ac1f6b6435d0,4
300,029f7ac0-bbb9-11e8-b2ba-ac1f6b6435d0,3
301,02a13382-bbb0-11e8-b2ba-ac1f6b6435d0,0
302,02a52ee6-bbac-11e8-b2ba-ac1f6b6435d0,25 4
303,02a64fa0-bbad-11e8-b2ba-ac1f6b6435d0,22 11
304,02a7b5ce-bbc7-11e8-b2bc-ac1f6b6435d0,11 0
305,02a9dede-bbaa-11e8-b2ba-ac1f6b6435d0,23
306,02aa71e0-bba1-11e8-b2b9-ac1f6b6435d0,0
307,02ab11c4-bba4-11e8-b2b9-ac1f6b6435d0,25 0
308,02adfb1c-bbbf-11e8-b2ba-ac1f6b6435d0,25 0 21
309,02ae4dca-bbaa-11e8-b2ba-ac1f6b6435d0,26
310,02b03bfc-bbc4-11e8-b2bc-ac1f6b6435d0,2
311,02b13740-bbc5-11e8-b2bc-ac1f6b6435d0,25 3 0
312,02b8f364-bbba-11e8-b2ba-ac1f6b6435d0,2
313,02ba21c6-bbb5-11e8-b2ba-ac1f6b6435d0,16 25 0
314,02bd4566-bbad-11e8-b2ba-ac1f6b6435d0,7 0
315,02c09df8-bbc9-11e8-b2bc-ac1f6b6435d0,25 0
316,02c1d584-bb9b-11e8-b2b9-ac1f6b6435d0,7 0
317,02c4449a-bbbe-11e8-b2ba-ac1f6b6435d0,21
318,02c5ae5e-bbb2-11e8-b2ba-ac1f6b6435d0,5
319,02cca674-bbb1-11e8-b2ba-ac1f6b6435d0,25 0 21
320,02ce0bfa-bbc9-11e8-b2bc-ac1f6b6435d0,19 17
321,02d266c4-bbaa-11e8-b2ba-ac1f6b6435d0,25 7 0
322,02d2c686-bbb5-11e8-b2ba-ac1f6b6435d0,0
323,02db70a6-bba6-11e8-b2ba-ac1f6b6435d0,25 0
324,02dca032-bba3-11e8-b2b9-ac1f6b6435d0,0
325,02ddcc36-bbbd-11e8-b2ba-ac1f6b6435d0,23 3
326,02e27b14-bba9-11e8-b2ba-ac1f6b6435d0,1
327,02e2a5d6-bbad-11e8-b2ba-ac1f6b6435d0,19
328,02e42082-bbad-11e8-b2ba-ac1f6b6435d0,6
329,02e5cb9a-bba7-11e8-b2ba-ac1f6b6435d0,25 4
330,02e685cc-bbc9-11e8-b2bc-ac1f6b6435d0,25 2 0
331,02ef9b26-bba1-11e8-b2b9-ac1f6b6435d0,12 0
332,02f22e98-bbb2-11e8-b2ba-ac1f6b6435d0,0 21
333,02f6fa66-bbb4-11e8-b2ba-ac1f6b6435d0,22 0
334,02f839b2-bba5-11e8-b2ba-ac1f6b6435d0,24 18
335,02fb44fc-bbac-11e8-b2ba-ac1f6b6435d0,6
336,02fefb04-bbc7-11e8-b2bc-ac1f6b6435d0,1 4
337,0302db0a-bbc4-11e8-b2bc-ac1f6b6435d0,19
338,0305a056-bbbf-11e8-b2ba-ac1f6b6435d0,25 4
339,030822be-bb9b-11e8-b2b9-ac1f6b6435d0,25
340,030b6ee2-bbbe-11e8-b2ba-ac1f6b6435d0,17 21
341,03114a8a-bbb2-11e8-b2ba-ac1f6b6435d0,23
342,0312336a-bba7-11e8-b2ba-ac1f6b6435d0,1 4
343,0317d17a-bba8-11e8-b2ba-ac1f6b6435d0,7
344,03181d4e-bbb0-11e8-b2ba-ac1f6b6435d0,24 21
345,031aeea0-bbad-11e8-b2ba-ac1f6b6435d0,25 0
346,0324803a-bbaa-11e8-b2ba-ac1f6b6435d0,11
347,0325d998-bb9c-11e8-b2b9-ac1f6b6435d0,1 2 0
348,03296fa0-bbbe-11e8-b2ba-ac1f6b6435d0,7
349,0329744e-bbac-11e8-b2ba-ac1f6b6435d0,22
350,032a7200-bbab-11e8-b2ba-ac1f6b6435d0,14 0
351,032a7b88-bb9c-11e8-b2b9-ac1f6b6435d0,0 21
352,032ae03c-bbc9-11e8-b2bc-ac1f6b6435d0,7 0
353,032d1942-bba1-11e8-b2b9-ac1f6b6435d0,23
354,032f0da4-bbc6-11e8-b2bc-ac1f6b6435d0,25 1 0
355,03339d62-bba6-11e8-b2ba-ac1f6b6435d0,7 2 0
356,03371f58-bbc6-11e8-b2bc-ac1f6b6435d0,2 0
357,033c214a-bbb4-11e8-b2ba-ac1f6b6435d0,6
358,033f4c8a-bb9b-11e8-b2b9-ac1f6b6435d0,24 11
359,03409c48-bbb9-11e8-b2ba-ac1f6b6435d0,25 0
360,0340decc-bbb1-11e8-b2ba-ac1f6b6435d0,18
361,0342865c-bbaf-11e8-b2ba-ac1f6b6435d0,25
362,03451a40-bbb2-11e8-b2ba-ac1f6b6435d0,4
363,03470776-bbc4-11e8-b2bc-ac1f6b6435d0,25 5
364,03480032-bba5-11e8-b2ba-ac1f6b6435d0,25 21
365,0349cea2-bbba-11e8-b2ba-ac1f6b6435d0,25 2 0
366,034a37f8-bbc3-11e8-b2bc-ac1f6b6435d0,5
367,034a41d2-bba3-11e8-b2b9-ac1f6b6435d0,18 14
368,034b0ca0-bbc3-11e8-b2bc-ac1f6b6435d0,25 21
369,034f50ae-bbc7-11e8-b2bc-ac1f6b6435d0,23
370,03558ade-bb9d-11e8-b2b9-ac1f6b6435d0,19
371,03561dea-bbb2-11e8-b2ba-ac1f6b6435d0,4
372,0357ecb4-bbae-11e8-b2ba-ac1f6b6435d0,7 0
373,0358b00a-bba8-11e8-b2ba-ac1f6b6435d0,6 0
374,0359527c-bbbb-11e8-b2ba-ac1f6b6435d0,3
375,03615f36-bbba-11e8-b2ba-ac1f6b6435d0,19 0
376,0367d960-bbb0-11e8-b2ba-ac1f6b6435d0,20
377,036bdf66-bbc8-11e8-b2bc-ac1f6b6435d0,2
378,03722b08-bbb6-11e8-b2ba-ac1f6b6435d0,2 0
379,0374c84e-bbbc-11e8-b2ba-ac1f6b6435d0,11
380,03763b06-bb9f-11e8-b2b9-ac1f6b6435d0,7
381,037aef70-bbb3-11e8-b2ba-ac1f6b6435d0,12
382,037f4612-bbca-11e8-b2bc-ac1f6b6435d0,1 4
383,03833668-bbb2-11e8-b2ba-ac1f6b6435d0,25 21
384,03834516-bbc8-11e8-b2bc-ac1f6b6435d0,2
385,03846c2e-bbb5-11e8-b2ba-ac1f6b6435d0,25 11 2 0
386,0384cd60-bbb3-11e8-b2ba-ac1f6b6435d0,22
387,03865a92-bbbb-11e8-b2ba-ac1f6b6435d0,26
388,0386c70e-bbc3-11e8-b2bc-ac1f6b6435d0,0
389,03871a6a-bbc8-11e8-b2bc-ac1f6b6435d0,23 5
390,03886f76-bbb6-11e8-b2ba-ac1f6b6435d0,19 25
